item,url,price,is_autograph,avg_review_value,number_of_questions,number_of_reviews,vendor,is_sold_out,ds
디아이콘 | D-ICON DISPATCH 10TH ANNIVERSARY [ D'FESTA TXT ],https://www.musicplaza.com/collections/photo-book/products/%EB%94%94%EC%95%84%EC%9D%B4%EC%BD%98-d-icon-txt-d-festa-txt-dispatch-10th-anniversary,69.99,False,0.0,0.0,0.0,musicplaza,False,2022-11-14
"문빈 | MOON BIN [ Your Artist, MOON BIN  ] PHOTOBOOK | CECI x MOON BIN",https://www.musicplaza.com/collections/photo-book/products/%EB%AC%B8%EB%B9%88-moon-bin-your-artist-moon-bin-photobook-ceci-x-moon-bin,79.99,False,0.0,0.0,0.0,musicplaza,True,2022-11-14
태민 | TAEMIN Photobook: PORTRAIT,https://www.musicplaza.com/collections/photo-book/products/copy-of-%ED%83%9C%EB%AF%BC-taemin-2nd-mini-album-want,34.99,False,0.0,0.0,0.0,musicplaza,True,2022-11-14
케플러 | KEP1ER 2022 PHOTOBOOK [ Dazzling Girls in London ],https://www.musicplaza.com/collections/photo-book/products/%EC%BC%80%ED%94%8C%EB%9F%AC-kep1er-2022-photobook-dazzling-girls-in-london,59.99,False,0.0,0.0,0.0,musicplaza,True,2022-11-14
에이티즈 | ATEEZ [ 2022 SUMMER PHOTOBOOK ],https://www.musicplaza.com/collections/photo-book/products/%EC%97%90%EC%9D%B4%ED%8B%B0%EC%A6%88-ateez-2022-summer-photobook-1-random-photo-card,64.99,False,0.0,0.0,0.0,musicplaza,True,2022-11-14
"알엠 | RM SPECIAL 8 PHOTO-FOLIO ME, MYSELF AND RM `ENTIRETY'",https://www.musicplaza.com/collections/photo-book/products/%EC%95%8C%EC%97%A0-rm-special-8-photo-folio-me-myself-and-rm-entirety,59.99,False,0.0,0.0,0.0,musicplaza,False,2022-11-14
투모로우바이투게더 | TXT [ MINISODE 2 : THURSDAY'S CHILD ] | OFFICIAL PHOTOCARD,https://www.musicplaza.com/collections/photo-book/products/txt-official-photocard,5.99,False,5.0,0.0,3.0,musicplaza,True,2022-11-14
디아이콘 | D-ICON DISPATCH 10TH ANNIVERSARY [ D'FESTA STRAY KIDS ],https://www.musicplaza.com/collections/photo-book/products/%EB%94%94%EC%95%84%EC%9D%B4%EC%BD%98-d-icon-stray-kids-d-festa-stray-kids-dispatch-10th-anniversary,69.99,False,5.0,0.0,2.0,musicplaza,False,2022-11-14
"정국 | JUNGKOOK SPECIAL 8 PHOTO-FOLIO ME, MYSELF AND JUNG KOOK 'TIME DIFFERENCE '",https://www.musicplaza.com/collections/photo-book/products/%EC%A0%95%EA%B5%AD-jungkook-special-8-photo-folio-me-myself-and-jung-kook-time-difference,59.99,False,5.0,0.0,2.0,musicplaza,False,2022-11-14
TXT [ SEASON OF TXT : MIDSUMMER ] PHOTOBOOK,https://www.musicplaza.com/collections/photo-book/products/txt-season-of-txt-midsummer-photobook,64.99,False,5.0,0.0,1.0,musicplaza,False,2022-11-14
트레져 | TREASURE PHOTOBOOK [ 2ND ANNIVERSARY MAGAZINE ],https://www.musicplaza.com/collections/photo-book/products/%ED%8A%B8%EB%A0%88%EC%A0%B8-treasure-2nd-anniversary-magazine,49.99,False,0.0,0.0,0.0,musicplaza,False,2022-11-14
스테이씨 | STAYC 1ST PHOTOBOOK [ STAY IN CHICAGO ],https://www.musicplaza.com/collections/photo-book/products/%EC%8A%A4%ED%85%8C%EC%9D%B4%EC%94%A8-stayc-1st-photobook-stay-in-chicago,55.99,False,5.0,0.0,3.0,musicplaza,False,2022-11-14
디아이콘 | D-ICON DISPATCH 10TH ANNIVERSARY [ D'FESTA NCT DREAM ],https://www.musicplaza.com/collections/photo-book/products/%EB%94%94%EC%95%84%EC%9D%B4%EC%BD%98-d-icon-%EC%97%94%EC%8B%9C%ED%8B%B0-%EB%93%9C%EB%A6%BC-d-festa-nct-dream-dispatch-10th-anniversary,69.99,False,0.0,0.0,0.0,musicplaza,False,2022-11-14
디아이콘 | D-ICON DISPATCH 10TH ANNIVERSARY [ D'FESTA SEVENTEEN ],https://www.musicplaza.com/collections/photo-book/products/%EB%94%94%EC%95%84%EC%9D%B4%EC%BD%98-d-icon-seventeen-d-festa-seventeen-dispatch-10th-anniversary,69.99,False,0.0,0.0,0.0,musicplaza,False,2022-11-14
디아이콘 | D-ICON DISPATCH 10TH ANNIVERSARY [ D'FESTA NCT 127 ],https://www.musicplaza.com/collections/photo-book/products/%EB%94%94%EC%95%84%EC%9D%B4%EC%BD%98-d-icon-dfesta-nct-127-dispatch-10th-anniversary,69.99,False,5.0,0.0,1.0,musicplaza,False,2022-11-14
디아이콘 | D-ICON DISPATCH 10TH ANNIVERSARY [ D'FESTA ENHYPEN ],https://www.musicplaza.com/collections/photo-book/products/%EB%94%94%EC%95%84%EC%9D%B4%EC%BD%98-d-icon-dfesta-enhypen-7,69.99,False,0.0,0.0,0.0,musicplaza,False,2022-11-14
방탄소년단 | BTS [ MEMORIES OF 2021 ] BLU-RAY,https://www.musicplaza.com/collections/photo-book/products/%EB%B0%A9%ED%83%84%EC%86%8C%EB%85%84%EB%8B%A8-bts-memories-of-2021-blu-ray,119.99,False,0.0,0.0,0.0,musicplaza,False,2022-11-14
DKZ 2022 SUMMER   PHOTOBOOK  [ PAUSE ],https://www.musicplaza.com/collections/photo-book/products/dkz-2022-summer-photobook-pause,55.99,False,0.0,0.0,0.0,musicplaza,False,2022-11-14
이달의 소녀 | LOONA [ 2022 SUMMER PACKAGE ] + 1 POB PHOTO CARD,https://www.musicplaza.com/collections/photo-book/products/%EC%9D%B4%EB%8B%AC%EC%9D%98-%EC%86%8C%EB%85%80-loona-2022-loona-summer-package,75.99,False,0.0,0.0,0.0,musicplaza,True,2022-11-14
드림캐쳐 |  DREAMCATCHER [ DREAMCATCHER CONCEPT BOOK ],https://www.musicplaza.com/collections/photo-book/products/%EB%93%9C%EB%A6%BC%EC%BA%90%EC%B3%90-dreamcatcher-concept-book,65.99,False,5.0,0.0,3.0,musicplaza,False,2022-11-14
